buy,0,0,9.0,500.0,-4520.0
buy,0,1,9.0,500.0,-4520.0
buy,0,2,9.0,500.0,-4520.0
buy,0,3,9.0,500.0,-4520.0
buy,0,4,9.0,500.0,-4520.0
buy,0,5,9.0,500.0,-4520.0
buy,0,6,9.0,500.0,-4520.0
buy,0,7,9.0,500.0,-4520.0
buy,0,8,9.0,500.0,-4520.0
buy,0,9,9.0,500.0,-4520.0
buy,0,10,9.0,500.0,-4520.0
buy,0,11,9.0,500.0,-4520.0
buy,0,12,9.0,500.0,-4520.0
buy,0,13,9.0,500.0,-4520.0
buy,0,14,9.0,500.0,-4520.0
buy,0,15,9.0,500.0,-4520.0
buy,0,16,9.0,500.0,-4520.0
buy,0,17,9.0,500.0,-4520.0
buy,0,18,9.0,500.0,-4520.0
buy,0,19,9.0,500.0,-4520.0
buy,67,0,10.0,489.3503071368046,-4913.503071368046
sell,81,0,19.0,483.7839021329729,9171.894140526485
buy,93,0,10.0,486.4764511899709,-4884.764511899709
sell,125,0,10.0,485.3284340515969,4833.284340515969
buy,135,0,10.0,490.87131826884234,-4928.713182688423
sell,154,0,10.0,486.2201024117208,4842.201024117208
buy,210,0,10.0,483.6032217126811,-4856.032217126811
sell,232,0,10.0,482.5799320375199,4805.7993203751985
buy,235,0,10.0,482.86625489053904,-4848.66254890539
sell,239,0,10.0,480.9721051040892,4789.721051040892
buy,249,0,10.0,484.1965235082372,-4861.965235082372
sell,256,0,10.0,482.56089388509287,4805.608938850929
buy,265,0,10.0,482.92456745416587,-4849.245674541658
sell,267,0,10.0,481.1866053399944,4791.866053399944
buy,284,0,10.0,486.4241622230838,-4884.2416222308375
sell,308,0,10.0,480.7169015209255,4787.169015209255
buy,359,0,10.0,478.6632027461319,-4806.632027461319
sell,369,0,10.0,476.93662511998633,4749.366251199864
buy,376,0,10.0,478.4733966035448,-4804.733966035448
sell,384,0,10.0,476.58879011822853,4745.8879011822855
buy,53,1,9.0,503.0941668314823,-4547.847501483341
sell,88,1,18.0,498.39967802752636,8951.194204495474
buy,153,1,10.0,459.00118986976673,-4610.011898697668
sell,164,1,10.0,450.7426295267282,4487.426295267282
buy,190,1,10.0,455.2716797918251,-4572.71679791825
sell,215,1,10.0,449.89475738839894,4478.947573883989
buy,240,1,10.0,456.42720767456336,-4584.272076745634
sell,276,1,10.0,455.4966556092561,4534.9665560925605
buy,312,1,10.0,457.156235016732,-4591.56235016732
sell,387,1,10.0,476.47474390035836,4744.747439003584
buy,389,1,10.0,477.4562283876349,-4794.562283876349
sell,396,1,10.0,476.89007854934783,4748.900785493478
sell,54,2,9.0,499.38793894706197,4474.491450523557
buy,117,2,9.0,498.76211654577037,-4508.859048911933
sell,152,2,9.0,489.4528059004112,4385.075253103701
buy,249,2,10.0,464.9134708423767,-4669.134708423767
sell,314,2,10.0,472.0844413265124,4700.844413265124
buy,324,2,10.0,478.8560894019333,-4808.560894019332
sell,345,2,10.0,468.7951702470655,4667.951702470656
sell,70,3,9.0,492.2351620803433,4410.11645872309
buy,106,3,10.0,493.5583071917851,-4955.583071917851
sell,174,3,10.0,500.5393687557799,4985.393687557799
buy,231,3,10.0,497.6446084711581,-4996.446084711581
sell,247,3,10.0,494.2983731411947,4922.983731411947
buy,289,3,10.0,494.41308964087756,-4964.130896408776
sell,334,3,10.0,497.0628847824133,4950.628847824133
buy,389,3,10.0,494.3817157340218,-4963.817157340218
sell,90,4,9.0,498.83621606547723,4469.525944589295
buy,124,4,9.0,500.881787359868,-4527.936086238812
sell,156,4,9.0,496.2423376223948,4446.181038601553
buy,207,4,9.0,501.19138319430476,-4530.722448748743
sell,224,4,9.0,493.5495113403233,4421.9456020629095
buy,288,4,10.0,489.62164512853553,-4916.216451285355
sell,386,4,10.0,501.6533826089519,4996.533826089519
buy,396,4,9.0,512.626615949999,-4633.639543549991
buy,95,5,10.0,488.8575698526399,-4908.5756985264
sell,164,5,19.0,496.76078060151724,9418.454831428828
buy,185,5,9.0,502.39385697119206,-4541.544712740729
sell,220,5,9.0,503.37556922863297,4510.380123057696
buy,221,5,9.0,505.4132769760735,-4568.719492784661
sell,269,5,9.0,506.7014994953104,4540.313495457794
buy,311,5,9.0,505.45845287118783,-4569.126075840691
sell,353,5,9.0,504.9034455426714,4524.131009884043
buy,366,5,9.0,506.133593182108,-4575.202338638972
sell,368,5,9.0,504.4837388610721,4520.353649749649
buy,388,5,9.0,506.85603083150215,-4581.704277483519
sell,56,6,9.0,496.9143467217187,4452.229120495468
buy,102,6,10.0,497.03897625009296,-4990.3897625009295
sell,163,6,10.0,500.0080382842716,4980.080382842716
buy,166,6,9.0,502.2243938983116,-4540.019545084804
sell,196,6,9.0,501.7095660675117,4495.386094607605
buy,200,6,9.0,503.2740395466113,-4549.466355919501
sell,203,6,9.0,502.4745495182563,4502.270945664307
buy,204,6,9.0,504.9568389913261,-4564.611550921934
sell,285,6,9.0,508.4634133742376,4556.170720368138
buy,309,6,9.0,512.8028675312637,-4635.225807781373
sell,317,6,9.0,506.33075357560773,4536.97678218047
